userId	User Name	Clan Id	Chat messages	Time (PT)	Time (UTC)
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'تم الدعم	2014-07-21 14:52:26	2014-07-21 21:52:26
31_297ca0f8-ff9e-11e3-b281-22000ad2b690	فــارس الـظـلام	31_618	'يسلمو على الدعم	2014-07-21 15:31:28	2014-07-21 22:31:28
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'حاضرين للشيوخ الي شروك ياذيب	2014-07-21 15:31:59	2014-07-21 22:31:59
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'ابي رامي مطور 	2014-07-21 07:01:58	2014-07-21 14:01:58
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'الفزعه يربع	2014-07-21 07:02:07	2014-07-21 14:02:07
31_297ca0f8-ff9e-11e3-b281-22000ad2b690	فــارس الـظـلام	31_618	'تسلم هذا من طيب أصلك	2014-07-21 15:32:40	2014-07-21 22:32:40
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'الله يسلمك	2014-07-21 15:35:28	2014-07-21 22:35:28
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'عوافي	2014-07-21 15:36:57	2014-07-21 22:36:57
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'خور منور	2014-07-21 15:37:18	2014-07-21 22:37:18
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'وين الدعم	2014-07-21 07:32:35	2014-07-21 14:32:35
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'الله يعافيك ويعافيهم 	2014-07-21 15:37:30	2014-07-21 22:37:30
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	31_618	'هلاا	2014-07-21 07:32:45	2014-07-21 14:32:45
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'النور نورك	2014-07-21 15:37:44	2014-07-21 22:37:44
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'يسلمو	2014-07-21 07:33:16	2014-07-21 14:33:16
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'ونور الشباب	2014-07-21 15:37:49	2014-07-21 22:37:49
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	31_618	'يسسلمك ربيي	2014-07-21 07:34:00	2014-07-21 14:34:00
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'وين راعي الضب صديقك معاد يدخل هنا	2014-07-21 15:38:25	2014-07-21 22:38:25
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'هههههه	2014-07-21 15:38:28	2014-07-21 22:38:28
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'صار امير كبر راسه	2014-07-21 15:38:43	2014-07-21 22:38:43
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'ههههههههههه	2014-07-21 15:38:47	2014-07-21 22:38:47
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'ههههه	2014-07-21 15:39:12	2014-07-21 22:39:12
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'اخبره يبي يسلمك الماره ومع زمام الا امور يالخور 	2014-07-21 15:39:34	2014-07-21 22:39:34
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'لا تذكرت عنده جلسة ربابه	2014-07-21 15:39:55	2014-07-21 22:39:55
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'شباب الي اقل من ٤٠٠ يطرد ونقول الي ينزل عن ٤٥٠ يطرد	2014-07-21 09:47:29	2014-07-21 16:47:29
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'هههههه بلمكان سري	2014-07-21 15:40:28	2014-07-21 22:40:28
31_afd31290-fed2-11e3-b281-22000ad2b690	خالد الفزعه	31_618	'ممكنادعمك عملاق ماعندي اللي طلبته	2014-07-21 07:59:04	2014-07-21 14:59:04
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'لان قبيلة ال مره قريبه منا	2014-07-21 09:47:54	2014-07-21 16:47:54
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'لا هتلر اذا استلمت الاماره عادي اطرد راعي ههههههه	2014-07-21 15:40:37	2014-07-21 22:40:37
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'لا ابي سهام بس	2014-07-21 07:59:41	2014-07-21 14:59:41
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'ههههه قاعد يعد النجوم وشكثره لين يذن الديك	2014-07-21 15:40:52	2014-07-21 22:40:52
31_afd31290-fed2-11e3-b281-22000ad2b690	خالد الفزعه	31_618	'ابشر ابسوي لك	2014-07-21 08:00:07	2014-07-21 15:00:07
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'ههههههههه	2014-07-21 15:41:10	2014-07-21 22:41:10
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'تم الدعم	2014-07-21 08:00:22	2014-07-21 15:00:22
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'بعد اذنك بروح اتسحر	2014-07-21 15:41:20	2014-07-21 22:41:20
31_afd31290-fed2-11e3-b281-22000ad2b690	خالد الفزعه	31_618	'كفو ياخوور	2014-07-21 08:00:49	2014-07-21 15:00:49
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'عادي كلنا فدا الي مثلك وشرواك	2014-07-21 15:41:21	2014-07-21 22:41:21
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'شرواك الطيب الله يجزاك خير	2014-07-21 15:41:35	2014-07-21 22:41:35
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'اذنك معاك وجعله مدخيل العافيه ياذيبان	2014-07-21 15:41:51	2014-07-21 22:41:51
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'يلا نشوفك فيما بعد و شكرا	2014-07-21 15:41:52	2014-07-21 22:41:52
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'قاعد اجمع للدفاع 	2014-07-21 15:08:11	2014-07-21 22:08:11
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'الله يعافيك	2014-07-21 15:42:03	2014-07-21 22:42:03
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'حياك ومرحبا ساع بي وقت	2014-07-21 15:42:10	2014-07-21 22:42:10
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'شباب وش تنصحون اطور قبل البيت	2014-07-21 15:08:30	2014-07-21 22:08:30
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'لفل ٦	2014-07-21 15:08:44	2014-07-21 22:08:44
31_afd31290-fed2-11e3-b281-22000ad2b690	خالد الفزعه	31_618	'حححححححححم،،رتنههخحمنتنمننننننننننننتنوتااللبببببببلغغالاللللللااااااااااااااخخخخخنتختهناللبيسصضضصست	2014-07-21 08:33:06	2014-07-21 15:33:06
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'مافي حد	2014-07-21 09:00:09	2014-07-21 16:00:09
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'دعم يا اواااادم هههههههههه	2014-07-21 09:00:15	2014-07-21 16:00:15
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'تم دعمكم	2014-07-21 10:28:59	2014-07-21 17:28:59
31_afd31290-fed2-11e3-b281-22000ad2b690	خالد الفزعه	31_618	'ع	2014-07-21 09:02:21	2014-07-21 16:02:21
31_86c35d26-02ed-11e4-b281-22000ad2b690	_ABU OMAR_	31_618	'بعد يومين يكون رامي السهام لفل ٣	2014-07-21 11:16:35	2014-07-21 18:16:35
31_73cb9557-faec-11e3-b281-22000ad2b690	أمير القبايل	31_618	'ابو عمر ! بصفتك مين عشان تكون الامر الناهي هنا	2014-07-21 11:43:20	2014-07-21 18:43:20
31_59502c6f-e3ce-11e3-b281-22000ad2b690	المرجله	31_618	'دعمممممممممممممممممممممممممممممممممممممممممممم	2014-07-21 12:30:05	2014-07-21 19:30:05
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'وين فزعتكم يا شعب	2014-07-21 09:07:52	2014-07-21 16:07:52
31_59502c6f-e3ce-11e3-b281-22000ad2b690	المرجله	31_618	'دعم 	2014-07-21 12:43:54	2014-07-21 19:43:54
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'الفزعه يربع	2014-07-21 12:46:25	2014-07-21 19:46:25
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	31_618	'انا في الطريق	2014-07-21 13:10:54	2014-07-21 20:10:54
31_9a0be78e-d449-11e3-a92c-12313b09a242	BB:28827888	31_618	'يامرحبا في الطريق وين 	2014-07-21 13:12:14	2014-07-21 20:12:14
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	31_618	'الحاجز وزين تصميمك لانه الصدق بايخ اعتر اذا كنت علطان	2014-07-21 15:16:15	2014-07-21 22:16:15
31_45d98a25-cc08-11e3-a92c-12313b09a242	خور المهانده	31_618	'تم الدعم	2014-07-21 13:30:31	2014-07-21 20:30:31
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	31_618	'اما في احد فالكلان	2014-07-21 01:47:38	2014-07-21 08:47:38
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	31_618	'الووووو في احد تكفون ردو والله طفشاااااااان	2014-07-21 01:50:10	2014-07-21 08:50:10
31_48370efb-017f-11e4-b281-22000ad2b690	فارس الظلام	31_618	'تم الدعم	2014-07-21 13:34:36	2014-07-21 20:34:36
31_548536ea-0ada-11e4-b281-22000ad2b690	I_SAMI99	31_620	'السلام عليكم	2014-07-20 20:29:00	2014-07-21 03:29:00
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	31_648	'هلا	2014-07-20 19:43:33	2014-07-21 02:43:33
31_dfa833fa-047b-11e4-b281-22000ad2b690	POTATO	31_650	'ارحبوا	2014-07-21 07:22:41	2014-07-21 14:22:41
31_dfa833fa-047b-11e4-b281-22000ad2b690	POTATO	31_650	'باسل عندكم	2014-07-21 07:22:52	2014-07-21 14:22:52
31_dfa833fa-047b-11e4-b281-22000ad2b690	POTATO	31_650	'خل ينظم للقريه	2014-07-21 07:23:00	2014-07-21 14:23:00
31_bc94f669-0a96-11e4-b281-22000ad2b690	رياح الشمال	31_650	'لا ماهو عندنا	2014-07-21 07:43:02	2014-07-21 14:43:02
31_bc94f669-0a96-11e4-b281-22000ad2b690	رياح الشمال	31_650	'الى الان مابنى حق القبيلة ؟	2014-07-21 07:43:34	2014-07-21 14:43:34
31_dfa833fa-047b-11e4-b281-22000ad2b690	POTATO	31_650	'شكله	2014-07-21 15:58:08	2014-07-21 22:58:08
31_dfa833fa-047b-11e4-b281-22000ad2b690	POTATO	31_650	'مدري عنه	2014-07-21 15:58:14	2014-07-21 22:58:14
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'مرحبا	2014-07-20 20:05:58	2014-07-21 03:05:58
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'شفيها	2014-07-20 20:45:46	2014-07-21 03:45:46
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'حجي الحق يعور 	2014-07-21 09:26:45	2014-07-21 16:26:45
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'لا غلطت وغلطت كثير بس جاملناك وسكتنا	2014-07-21 15:26:39	2014-07-21 22:26:39
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'انزين اطرد المحرق	2014-07-20 20:06:13	2014-07-21 03:06:13
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'خالد كم موصل لفل في كلاش	2014-07-20 20:46:07	2014-07-21 03:46:07
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'هههه	2014-07-21 09:27:20	2014-07-21 16:27:20
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'فرسان 	2014-07-21 14:09:00	2014-07-21 21:09:00
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'وقول حق الغالية لاتتكلم مع احد 	2014-07-21 15:26:39	2014-07-21 22:26:39
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'الفتهى هو المسؤل عن الشيخ اذا يبي يعطيك خله يعطيك 	2014-07-20 20:06:14	2014-07-21 03:06:14
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'الو 	2014-07-20 20:47:03	2014-07-21 03:47:03
31_e19a4fc9-be71-11e3-a92c-12313b09a242	الوايلي	31_657	'هههه	2014-07-21 09:27:32	2014-07-21 16:27:32
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'سقطره 	2014-07-21 14:09:08	2014-07-21 21:09:08
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'وينتهي الحكي 	2014-07-21 15:26:44	2014-07-21 22:26:44
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'الهمله المحرق	2014-07-20 20:06:30	2014-07-21 03:06:30
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'يبيلك تطور الجدار 	2014-07-20 20:47:10	2014-07-21 03:47:10
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'والله يالغاااليه فتحتي موضوع ماله حل ابد 	2014-07-21 09:27:56	2014-07-21 16:27:56
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'بليز اذا به احد موجود يرد	2014-07-21 14:09:19	2014-07-21 21:09:19
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ليه 	2014-07-21 15:26:52	2014-07-21 22:26:52
29_616b8e6b-b06c-11e3-99ce-22000ad02fa9	البيان	31_657	'عالقه 	2014-07-20 18:01:29	2014-07-21 01:01:29
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'انا مااشوف المحرق غلط في شي 	2014-07-20 20:06:32	2014-07-21 03:06:32
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'خالد تعنيني	2014-07-20 20:47:24	2014-07-21 03:47:24
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'تم الدعم 	2014-07-21 05:42:19	2014-07-21 12:42:19
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'له حل بس هم مايبون له حل 	2014-07-21 09:28:22	2014-07-21 16:28:22
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'فجاه اختفيتًوا يعني	2014-07-21 14:11:21	2014-07-21 21:11:21
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'لا تكلمني 	2014-07-21 15:26:57	2014-07-21 22:26:57
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'الفتى موافق	2014-07-20 20:06:38	2014-07-21 03:06:38
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'مالعبتها الا اسبوع ومليت منها 	2014-07-20 20:47:35	2014-07-21 03:47:35
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'تم الدعم	2014-07-21 05:45:16	2014-07-21 12:45:16
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'هو كذا 	2014-07-21 09:28:36	2014-07-21 16:28:36
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'ردوا بالطيب	2014-07-21 14:11:31	2014-07-21 21:11:31
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'ما عندك رد ترسل ليه ليه	2014-07-21 15:27:09	2014-07-21 22:27:09
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'كل واحد منكم يحترم نفسه ويجلس حاله حال باقي الاعضاء	2014-07-20 20:06:53	2014-07-21 03:06:53
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'اما	2014-07-20 20:47:41	2014-07-21 03:47:41
29_616b8e6b-b06c-11e3-99ce-22000ad02fa9	البيان	31_657	'شكرا	2014-07-21 05:45:22	2014-07-21 12:45:22
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'فرق بين وجود الحل وعدم الاخذ بالحلول 	2014-07-21 09:28:42	2014-07-21 16:28:42
29_40879574-ae9c-11e3-99ce-22000ad02fa9	المغوار	31_657	'هلا	2014-07-21 14:12:30	2014-07-21 21:12:30
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'هههههههههه	2014-07-21 15:27:17	2014-07-21 22:27:17
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'هذا هو عندك قوله يعطيك 	2014-07-20 20:07:04	2014-07-21 03:07:04
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'لا اكلم الفتى 	2014-07-20 20:47:45	2014-07-21 03:47:45
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'عفوا	2014-07-21 05:45:34	2014-07-21 12:45:34
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'والله كلنا عبيد الله مافي فررق 	2014-07-21 09:28:59	2014-07-21 16:28:59
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'انت قبل كذا جالس تكلم دلع ي الفرسان ولا زعلت انا	2014-07-21 15:27:18	2014-07-21 22:27:18
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'خالد خلني شيخ 	2014-07-20 20:07:19	2014-07-21 03:07:19
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هههههههه	2014-07-20 20:47:50	2014-07-21 03:47:50
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'السلام	2014-07-21 05:50:04	2014-07-21 12:50:04
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'المغوار هلا والله 	2014-07-21 14:12:45	2014-07-21 21:12:45
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'الفرسان خلاص يالذيب 	2014-07-21 15:27:29	2014-07-21 22:27:29
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'لحد يعطيني قوات	2014-07-20 18:21:26	2014-07-21 01:21:26
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'لا تعطي حد اذا كثر الطباخون فسد اللحم كفايه الفتى 	2014-07-20 20:07:20	2014-07-21 03:07:20
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'باقي لي كم حجر ويخلص السادس	2014-07-20 20:48:06	2014-07-21 03:48:06
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'بقيت قوات من بيعطيني	2014-07-21 05:50:24	2014-07-21 12:50:24
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'احد يكفت واحد لا 	2014-07-21 09:29:11	2014-07-21 16:29:11
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'المري ما عشان انتو من بلد واحد وعيال عم 	2014-07-21 15:27:39	2014-07-21 22:27:39
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'المعذر ماننقدر نعطي شيخ ثم يصير طرد	2014-07-20 20:07:22	2014-07-21 03:07:22
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	31_657	'السلام عليكم	2014-07-20 20:48:08	2014-07-21 03:48:08
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'اطلب	2014-07-21 05:50:37	2014-07-21 12:50:37
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'بالضبط اقلتها كانوا قالوا صح او اخوان 	2014-07-21 09:29:23	2014-07-21 16:29:23
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'يعني انا انتظر الدرع ينفذ 	2014-07-21 14:13:00	2014-07-21 21:13:00
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'مانبي نكبر الموضوع 	2014-07-21 15:27:39	2014-07-21 22:27:39
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'عاد	2014-07-20 20:07:24	2014-07-21 03:07:24
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'كلاش انا اموصل فيها لفل 50	2014-07-20 20:48:09	2014-07-21 03:48:09
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'مشكور	2014-07-21 05:51:25	2014-07-21 12:51:25
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'كلنا نقول الشهادتين زيها	2014-07-21 09:29:40	2014-07-21 16:29:40
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'ونفذ 	2014-07-21 14:13:04	2014-07-21 21:13:04
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'شمعنى ولعت ناررك يوم كلمت الغاليه	2014-07-21 15:27:46	2014-07-21 22:27:46
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اوكي موافق اتخليني شيخ	2014-07-20 20:07:33	2014-07-21 03:07:33
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	' وعليكم السلام	2014-07-20 20:48:17	2014-07-21 03:48:17
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'ياالغالي	2014-07-21 05:51:31	2014-07-21 12:51:31
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'احتمال ترى اللي يكتف واللي لا اثنيناهم بالنار 	2014-07-21 09:29:47	2014-07-21 16:29:47
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'وكنت ابي دعم والقبيله فجاه هاجرت 	2014-07-21 14:13:18	2014-07-21 21:13:18
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'انا سعودي و الفتى قطري	2014-07-21 15:28:09	2014-07-21 22:28:09
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'لا وسبعين لا 	2014-07-20 20:07:45	2014-07-21 03:07:45
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'انا موصل فيها ٦	2014-07-20 20:48:23	2014-07-21 03:48:23
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'حاضرين 	2014-07-21 05:51:42	2014-07-21 12:51:42
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'ورب اشعث اغبر عند الله خير منهم 	2014-07-21 09:30:00	2014-07-21 16:30:00
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'كل الناس حلت عليهم السكينه 	2014-07-21 14:13:32	2014-07-21 21:13:32
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'تعبنا منك كل يوم تطلعلنا سالفه ومشاكل 	2014-07-21 15:28:20	2014-07-21 22:28:20
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'ببكي 	2014-07-20 20:07:58	2014-07-21 03:07:58
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ههههه	2014-07-20 20:48:30	2014-07-21 03:48:30
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'والله العلم عند الله 	2014-07-21 09:30:17	2014-07-21 16:30:17
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'يفضى الشحن عندي اخليه ع الشاحن ادخل الا ماخذين مني ٤٦ خنجر 	2014-07-21 14:13:56	2014-07-21 21:13:56
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'مش من ديره وحده وخليجناا واحد	2014-07-21 15:28:21	2014-07-21 22:28:21
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'احطك شيخ وتطرد الباقين	2014-07-20 20:08:01	2014-07-21 03:08:01
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'وين القهوه	2014-07-20 20:48:35	2014-07-21 03:48:35
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'واحنا مالنا شغل احين 	2014-07-21 09:30:24	2014-07-21 16:30:24
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'من رديت ومستلميني يعني والحل 	2014-07-21 14:14:09	2014-07-21 21:14:09
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ابك لين تشبع	2014-07-20 20:08:11	2014-07-21 03:08:11
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	31_657	'انا في كلاش عندي ٣ حسابات	2014-07-20 20:48:35	2014-07-21 03:48:35
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'اشممعنى اذا انا بهجم يعطوني خنجرين لو ثلاثه 	2014-07-21 14:14:34	2014-07-21 21:14:34
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'شباب خلوني نتكلم انا والفرسان المشكله بينا	2014-07-21 15:28:32	2014-07-21 22:28:32
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'لا لا لا لا لا	2014-07-20 20:08:13	2014-07-21 03:08:13
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'اح	2014-07-20 20:48:41	2014-07-21 03:48:41
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'بالضبط النيه اهم شي 	2014-07-21 09:30:28	2014-07-21 16:30:28
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هههههههه	2014-07-21 15:28:45	2014-07-21 22:28:45
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'الهمله انت شيخ لييه تريد المسمى خل عن المظاهر	2014-07-20 20:08:18	2014-07-21 03:08:18
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'كم الفل	2014-07-20 20:48:46	2014-07-21 03:48:46
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'تبي قهوه؟	2014-07-21 09:30:36	2014-07-21 16:30:36
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'فرسان ي راعي الغيره	2014-07-21 15:28:54	2014-07-21 22:28:54
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'ههههههه	2014-07-20 20:08:23	2014-07-21 03:08:23
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	31_657	'٢ شامبيون ١ ماستر 	2014-07-20 20:48:49	2014-07-21 03:48:49
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'وانسوا السالفه هذه وروحوا اهجموا 	2014-07-21 09:30:37	2014-07-21 16:30:37
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'انا ما عندي كلام معك بس راجعو كل مشاكل القبيله من سببها وبتعرفون كلامي	2014-07-21 15:29:12	2014-07-21 22:29:12
