ServerIp	CCU	CreatedAt (PDT)	CreatedAt (UTC)
54.75.238.163	620	2014-07-31 17:18:48	2014-08-01 00:18:48
54.75.238.163	608	2014-07-31 17:19:49	2014-08-01 00:19:49
54.75.238.163	606	2014-07-31 17:20:48	2014-08-01 00:20:48
54.75.238.163	612	2014-07-31 17:21:48	2014-08-01 00:21:48
54.75.238.163	617	2014-07-31 17:22:48	2014-08-01 00:22:48
54.75.238.163	653	2014-07-31 17:23:48	2014-08-01 00:23:48
54.75.238.163	639	2014-07-31 17:24:48	2014-08-01 00:24:48
54.75.238.163	642	2014-07-31 17:25:48	2014-08-01 00:25:48
54.75.238.163	655	2014-07-31 17:26:49	2014-08-01 00:26:49
54.75.238.163	631	2014-07-31 17:28:18	2014-08-01 00:28:18
54.75.238.163	634	2014-07-31 17:29:18	2014-08-01 00:29:18
54.75.238.163	646	2014-07-31 17:30:19	2014-08-01 00:30:19
54.75.238.163	649	2014-07-31 17:31:48	2014-08-01 00:31:48
54.75.238.163	640	2014-07-31 17:32:49	2014-08-01 00:32:49
54.75.238.163	621	2014-07-31 17:33:48	2014-08-01 00:33:48
54.75.238.163	624	2014-07-31 17:35:19	2014-08-01 00:35:19
54.75.238.163	612	2014-07-31 17:36:18	2014-08-01 00:36:18
54.75.238.163	615	2014-07-31 17:37:49	2014-08-01 00:37:49
54.75.238.163	612	2014-07-31 17:38:49	2014-08-01 00:38:49
54.75.238.163	605	2014-07-31 17:39:49	2014-08-01 00:39:49
54.75.238.163	636	2014-07-31 17:40:49	2014-08-01 00:40:49
54.75.238.163	652	2014-07-31 17:41:49	2014-08-01 00:41:49
54.75.238.163	634	2014-07-31 17:42:49	2014-08-01 00:42:49
54.75.238.163	637	2014-07-31 17:43:49	2014-08-01 00:43:49
54.75.238.163	659	2014-07-31 17:45:19	2014-08-01 00:45:19
54.75.238.163	648	2014-07-31 17:46:19	2014-08-01 00:46:19
54.75.238.163	661	2014-07-31 17:47:19	2014-08-01 00:47:19
54.75.238.163	678	2014-07-31 17:48:19	2014-08-01 00:48:19
54.75.238.163	671	2014-07-31 17:49:19	2014-08-01 00:49:19
54.75.238.163	657	2014-07-31 17:50:19	2014-08-01 00:50:19
54.75.238.163	663	2014-07-31 17:51:49	2014-08-01 00:51:49
54.75.238.163	653	2014-07-31 17:52:49	2014-08-01 00:52:49
54.75.238.163	640	2014-07-31 17:53:49	2014-08-01 00:53:49
54.75.238.163	640	2014-07-31 17:55:19	2014-08-01 00:55:19
54.75.238.163	617	2014-07-31 17:56:19	2014-08-01 00:56:19
54.75.238.163	605	2014-07-31 17:57:49	2014-08-01 00:57:49
54.75.238.163	622	2014-07-31 17:59:19	2014-08-01 00:59:19
54.75.238.163	640	2014-07-31 18:00:19	2014-08-01 01:00:19
54.75.238.163	634	2014-07-31 18:01:49	2014-08-01 01:01:49
54.75.238.163	636	2014-07-31 18:02:49	2014-08-01 01:02:49
54.75.238.163	647	2014-07-31 18:03:49	2014-08-01 01:03:49
54.75.238.163	637	2014-07-31 18:05:19	2014-08-01 01:05:19
54.75.238.163	649	2014-07-31 18:06:19	2014-08-01 01:06:19
54.75.238.163	657	2014-07-31 18:07:19	2014-08-01 01:07:19
54.75.238.163	644	2014-07-31 18:08:19	2014-08-01 01:08:19
54.75.238.163	638	2014-07-31 18:09:19	2014-08-01 01:09:19
54.75.238.163	624	2014-07-31 18:10:19	2014-08-01 01:10:19
54.75.238.163	614	2014-07-31 18:11:19	2014-08-01 01:11:19
54.75.238.163	595	2014-07-31 18:12:19	2014-08-01 01:12:19
54.75.238.163	592	2014-07-31 18:13:19	2014-08-01 01:13:19
54.75.238.163	598	2014-07-31 18:14:19	2014-08-01 01:14:19
54.75.238.163	609	2014-07-31 18:15:19	2014-08-01 01:15:19
54.75.238.163	601	2014-07-31 18:16:49	2014-08-01 01:16:49
54.75.238.163	605	2014-07-31 18:17:49	2014-08-01 01:17:49
54.75.238.163	609	2014-07-31 18:18:49	2014-08-01 01:18:49
54.75.238.163	609	2014-07-31 18:20:19	2014-08-01 01:20:19
54.75.238.163	615	2014-07-31 18:21:19	2014-08-01 01:21:19
54.75.238.163	607	2014-07-31 18:22:19	2014-08-01 01:22:19
54.75.238.163	595	2014-07-31 18:23:19	2014-08-01 01:23:19
54.75.238.163	583	2014-07-31 18:24:49	2014-08-01 01:24:49
54.75.238.163	573	2014-07-31 18:25:49	2014-08-01 01:25:49
54.75.238.163	560	2014-07-31 18:26:49	2014-08-01 01:26:49
54.75.238.163	573	2014-07-31 18:28:19	2014-08-01 01:28:19
54.75.238.163	579	2014-07-31 18:29:19	2014-08-01 01:29:19
54.75.238.163	594	2014-07-31 18:30:19	2014-08-01 01:30:19
54.75.238.163	602	2014-07-31 18:31:19	2014-08-01 01:31:19
54.75.238.163	613	2014-07-31 18:32:19	2014-08-01 01:32:19
54.75.238.163	606	2014-07-31 18:33:19	2014-08-01 01:33:19
54.75.238.163	618	2014-07-31 18:34:19	2014-08-01 01:34:19
54.75.238.163	616	2014-07-31 18:35:19	2014-08-01 01:35:19
54.75.238.163	620	2014-07-31 18:36:19	2014-08-01 01:36:19
54.75.238.163	639	2014-07-31 18:37:19	2014-08-01 01:37:19
54.75.238.163	652	2014-07-31 18:38:19	2014-08-01 01:38:19
54.75.238.163	638	2014-07-31 18:39:19	2014-08-01 01:39:19
54.75.238.163	637	2014-07-31 18:40:19	2014-08-01 01:40:19
54.75.238.163	636	2014-07-31 18:41:19	2014-08-01 01:41:19
54.75.238.163	637	2014-07-31 18:42:19	2014-08-01 01:42:19
54.75.238.163	628	2014-07-31 18:43:19	2014-08-01 01:43:19
54.75.238.163	649	2014-07-31 18:44:19	2014-08-01 01:44:19
54.75.238.163	659	2014-07-31 18:45:19	2014-08-01 01:45:19
54.75.238.163	670	2014-07-31 18:46:19	2014-08-01 01:46:19
54.75.238.163	676	2014-07-31 18:47:19	2014-08-01 01:47:19
54.75.238.163	673	2014-07-31 18:48:49	2014-08-01 01:48:49
54.75.238.163	673	2014-07-31 18:49:49	2014-08-01 01:49:49
54.75.238.163	654	2014-07-31 18:50:49	2014-08-01 01:50:49
54.75.238.163	650	2014-07-31 18:52:19	2014-08-01 01:52:19
54.75.238.163	650	2014-07-31 18:53:19	2014-08-01 01:53:19
54.75.238.163	627	2014-07-31 18:54:19	2014-08-01 01:54:19
54.75.238.163	608	2014-07-31 18:55:19	2014-08-01 01:55:19
54.75.238.163	599	2014-07-31 18:56:19	2014-08-01 01:56:19
54.75.238.163	603	2014-07-31 18:57:49	2014-08-01 01:57:49
54.75.238.163	613	2014-07-31 18:58:49	2014-08-01 01:58:49
54.75.238.163	620	2014-07-31 18:59:49	2014-08-01 01:59:49
54.75.238.163	609	2014-07-31 19:01:19	2014-08-01 02:01:19
54.75.238.163	602	2014-07-31 19:02:19	2014-08-01 02:02:19
54.75.238.163	593	2014-07-31 19:03:19	2014-08-01 02:03:19
54.75.238.163	612	2014-07-31 19:04:19	2014-08-01 02:04:19
54.75.238.163	614	2014-07-31 19:05:19	2014-08-01 02:05:19
54.75.238.163	630	2014-07-31 19:06:19	2014-08-01 02:06:19
54.75.238.163	638	2014-07-31 19:07:49	2014-08-01 02:07:49
54.75.238.163	634	2014-07-31 19:08:49	2014-08-01 02:08:49
54.75.238.163	649	2014-07-31 19:10:19	2014-08-01 02:10:19
54.75.238.163	640	2014-07-31 19:11:19	2014-08-01 02:11:19
54.75.238.163	655	2014-07-31 19:12:19	2014-08-01 02:12:19
54.75.238.163	652	2014-07-31 19:13:49	2014-08-01 02:13:49
54.75.238.163	658	2014-07-31 19:14:49	2014-08-01 02:14:49
54.75.238.163	655	2014-07-31 19:15:49	2014-08-01 02:15:49
54.75.238.163	661	2014-07-31 19:16:49	2014-08-01 02:16:49
54.75.238.163	641	2014-07-31 19:17:49	2014-08-01 02:17:49
54.75.238.163	637	2014-07-31 19:18:49	2014-08-01 02:18:49
54.75.238.163	632	2014-07-31 19:20:19	2014-08-01 02:20:19
54.75.238.163	646	2014-07-31 19:21:20	2014-08-01 02:21:20
54.75.238.163	621	2014-07-31 19:22:49	2014-08-01 02:22:49
54.75.238.163	624	2014-07-31 19:23:49	2014-08-01 02:23:49
54.75.238.163	635	2014-07-31 19:24:49	2014-08-01 02:24:49
54.75.238.163	662	2014-07-31 19:26:19	2014-08-01 02:26:19
54.75.238.163	663	2014-07-31 19:27:19	2014-08-01 02:27:19
54.75.238.163	661	2014-07-31 19:28:19	2014-08-01 02:28:19
54.75.238.163	661	2014-07-31 19:29:19	2014-08-01 02:29:19
54.75.238.163	654	2014-07-31 19:30:19	2014-08-01 02:30:19
54.75.238.163	652	2014-07-31 19:31:19	2014-08-01 02:31:19
54.75.238.163	653	2014-07-31 19:32:20	2014-08-01 02:32:20
54.75.238.163	648	2014-07-31 19:33:19	2014-08-01 02:33:19
54.75.238.163	645	2014-07-31 19:34:19	2014-08-01 02:34:19
54.75.238.163	645	2014-07-31 19:35:19	2014-08-01 02:35:19
54.75.238.163	648	2014-07-31 19:36:19	2014-08-01 02:36:19
54.75.238.163	653	2014-07-31 19:37:19	2014-08-01 02:37:19
54.75.238.163	656	2014-07-31 19:38:20	2014-08-01 02:38:20
54.75.238.163	655	2014-07-31 19:39:20	2014-08-01 02:39:20
54.75.238.163	632	2014-07-31 19:40:49	2014-08-01 02:40:49
54.75.238.163	633	2014-07-31 19:41:49	2014-08-01 02:41:49
54.75.238.163	637	2014-07-31 19:42:50	2014-08-01 02:42:50
54.75.238.163	629	2014-07-31 19:44:19	2014-08-01 02:44:19
54.75.238.163	634	2014-07-31 19:45:19	2014-08-01 02:45:19
54.75.238.163	641	2014-07-31 19:46:19	2014-08-01 02:46:19
54.75.238.163	651	2014-07-31 19:47:50	2014-08-01 02:47:50
54.75.238.163	649	2014-07-31 19:48:49	2014-08-01 02:48:49
54.75.238.163	651	2014-07-31 19:50:19	2014-08-01 02:50:19
54.75.238.163	633	2014-07-31 19:51:20	2014-08-01 02:51:20
54.75.238.163	656	2014-07-31 19:52:19	2014-08-01 02:52:19
54.75.238.163	658	2014-07-31 19:53:20	2014-08-01 02:53:20
54.75.238.163	652	2014-07-31 19:54:19	2014-08-01 02:54:19
54.75.238.163	645	2014-07-31 19:55:50	2014-08-01 02:55:50
54.75.238.163	640	2014-07-31 19:56:50	2014-08-01 02:56:50
54.75.238.163	638	2014-07-31 19:57:50	2014-08-01 02:57:50
54.75.238.163	628	2014-07-31 19:58:50	2014-08-01 02:58:50
54.75.238.163	625	2014-07-31 19:59:50	2014-08-01 02:59:50
54.75.238.163	628	2014-07-31 20:00:50	2014-08-01 03:00:50
54.75.238.163	628	2014-07-31 20:01:50	2014-08-01 03:01:50
54.75.238.163	621	2014-07-31 20:03:20	2014-08-01 03:03:20
54.75.238.163	635	2014-07-31 20:04:20	2014-08-01 03:04:20
54.75.238.163	637	2014-07-31 20:05:20	2014-08-01 03:05:20
54.75.238.163	648	2014-07-31 20:06:50	2014-08-01 03:06:50
54.75.238.163	646	2014-07-31 20:07:50	2014-08-01 03:07:50
54.75.238.163	654	2014-07-31 20:08:50	2014-08-01 03:08:50
54.75.238.163	664	2014-07-31 20:10:20	2014-08-01 03:10:20
54.75.238.163	670	2014-07-31 20:11:20	2014-08-01 03:11:20
