ServerIp	CCU	CreatedAt (PDT)	CreatedAt (UTC)
54.75.238.163	1575	2014-10-20 00:36:43	2014-10-20 07:36:43
54.75.238.163	1569	2014-10-20 00:37:43	2014-10-20 07:37:43
54.75.238.163	1593	2014-10-20 00:39:13	2014-10-20 07:39:13
54.75.238.163	1577	2014-10-20 00:40:13	2014-10-20 07:40:13
54.75.238.163	1547	2014-10-20 00:41:13	2014-10-20 07:41:13
54.75.238.163	1531	2014-10-20 00:42:43	2014-10-20 07:42:43
54.75.238.163	1541	2014-10-20 00:43:43	2014-10-20 07:43:43
54.75.238.163	1547	2014-10-20 00:44:43	2014-10-20 07:44:43
54.75.238.163	1562	2014-10-20 00:45:43	2014-10-20 07:45:43
54.75.238.163	1569	2014-10-20 00:46:43	2014-10-20 07:46:43
54.75.238.163	1567	2014-10-20 00:47:43	2014-10-20 07:47:43
54.75.238.163	1537	2014-10-20 00:49:13	2014-10-20 07:49:13
54.75.238.163	1558	2014-10-20 00:50:43	2014-10-20 07:50:43
54.75.238.163	1581	2014-10-20 00:51:43	2014-10-20 07:51:43
54.75.238.163	1560	2014-10-20 00:52:43	2014-10-20 07:52:43
54.75.238.163	1554	2014-10-20 00:53:43	2014-10-20 07:53:43
54.75.238.163	1557	2014-10-20 00:54:43	2014-10-20 07:54:43
54.75.238.163	1532	2014-10-20 00:55:43	2014-10-20 07:55:43
54.75.238.163	1559	2014-10-20 00:56:43	2014-10-20 07:56:43
54.75.238.163	1552	2014-10-20 00:57:43	2014-10-20 07:57:43
54.75.238.163	1559	2014-10-20 00:58:43	2014-10-20 07:58:43
54.75.238.163	1570	2014-10-20 00:59:43	2014-10-20 07:59:43
54.75.238.163	1585	2014-10-20 01:01:13	2014-10-20 08:01:13
54.75.238.163	1580	2014-10-20 01:02:13	2014-10-20 08:02:13
54.75.238.163	1598	2014-10-20 01:03:13	2014-10-20 08:03:13
54.75.238.163	1636	2014-10-20 01:04:43	2014-10-20 08:04:43
54.75.238.163	1624	2014-10-20 01:05:43	2014-10-20 08:05:43
54.75.238.163	1616	2014-10-20 01:07:13	2014-10-20 08:07:13
54.75.238.163	1620	2014-10-20 01:08:13	2014-10-20 08:08:13
54.75.238.163	1619	2014-10-20 01:09:43	2014-10-20 08:09:43
54.75.238.163	1624	2014-10-20 01:10:43	2014-10-20 08:10:43
54.75.238.163	1632	2014-10-20 01:11:43	2014-10-20 08:11:43
54.75.238.163	1648	2014-10-20 01:13:13	2014-10-20 08:13:13
54.75.238.163	1611	2014-10-20 01:14:13	2014-10-20 08:14:13
54.75.238.163	1621	2014-10-20 01:15:13	2014-10-20 08:15:13
54.75.238.163	1647	2014-10-20 01:16:43	2014-10-20 08:16:43
54.75.238.163	1676	2014-10-20 01:17:43	2014-10-20 08:17:43
54.75.238.163	1694	2014-10-20 01:19:13	2014-10-20 08:19:13
54.75.238.163	1702	2014-10-20 01:20:13	2014-10-20 08:20:13
54.75.238.163	1676	2014-10-20 01:21:43	2014-10-20 08:21:43
54.75.238.163	1678	2014-10-20 01:22:43	2014-10-20 08:22:43
54.75.238.163	1665	2014-10-20 01:23:43	2014-10-20 08:23:43
54.75.238.163	1673	2014-10-20 01:25:13	2014-10-20 08:25:13
54.75.238.163	1687	2014-10-20 01:26:13	2014-10-20 08:26:13
54.75.238.163	1664	2014-10-20 01:27:13	2014-10-20 08:27:13
54.75.238.163	1689	2014-10-20 01:28:13	2014-10-20 08:28:13
54.75.238.163	1703	2014-10-20 01:29:13	2014-10-20 08:29:13
54.75.238.163	1713	2014-10-20 01:30:13	2014-10-20 08:30:13
54.75.238.163	1751	2014-10-20 01:31:13	2014-10-20 08:31:13
54.75.238.163	1710	2014-10-20 01:32:43	2014-10-20 08:32:43
54.75.238.163	1739	2014-10-20 01:33:43	2014-10-20 08:33:43
54.75.238.163	1720	2014-10-20 01:34:43	2014-10-20 08:34:43
54.75.238.163	1698	2014-10-20 01:35:43	2014-10-20 08:35:43
54.75.238.163	1678	2014-10-20 01:37:13	2014-10-20 08:37:13
54.75.238.163	1688	2014-10-20 01:38:13	2014-10-20 08:38:13
54.75.238.163	1734	2014-10-20 01:39:13	2014-10-20 08:39:13
54.75.238.163	1738	2014-10-20 01:40:13	2014-10-20 08:40:13
54.75.238.163	1744	2014-10-20 01:41:13	2014-10-20 08:41:13
54.75.238.163	1753	2014-10-20 01:42:13	2014-10-20 08:42:13
54.75.238.163	1750	2014-10-20 01:43:13	2014-10-20 08:43:13
54.75.238.163	1743	2014-10-20 01:44:13	2014-10-20 08:44:13
54.75.238.163	1725	2014-10-20 01:45:13	2014-10-20 08:45:13
54.75.238.163	1749	2014-10-20 01:46:43	2014-10-20 08:46:43
54.75.238.163	1766	2014-10-20 01:47:43	2014-10-20 08:47:43
54.75.238.163	1792	2014-10-20 01:49:13	2014-10-20 08:49:13
54.75.238.163	1822	2014-10-20 01:50:13	2014-10-20 08:50:13
54.75.238.163	1835	2014-10-20 01:51:13	2014-10-20 08:51:13
54.75.238.163	1820	2014-10-20 01:52:13	2014-10-20 08:52:13
54.75.238.163	1836	2014-10-20 01:53:13	2014-10-20 08:53:13
54.75.238.163	1849	2014-10-20 01:54:14	2014-10-20 08:54:14
54.75.238.163	1870	2014-10-20 01:55:14	2014-10-20 08:55:14
54.75.238.163	1853	2014-10-20 01:56:14	2014-10-20 08:56:14
54.75.238.163	1865	2014-10-20 01:57:14	2014-10-20 08:57:14
54.75.238.163	1882	2014-10-20 01:58:14	2014-10-20 08:58:14
54.75.238.163	1895	2014-10-20 01:59:14	2014-10-20 08:59:14
54.75.238.163	1906	2014-10-20 02:00:14	2014-10-20 09:00:14
54.75.238.163	1890	2014-10-20 02:01:14	2014-10-20 09:01:14
54.75.238.163	1895	2014-10-20 02:02:14	2014-10-20 09:02:14
54.75.238.163	1907	2014-10-20 02:03:14	2014-10-20 09:03:14
54.75.238.163	1907	2014-10-20 02:04:14	2014-10-20 09:04:14
54.75.238.163	1924	2014-10-20 02:05:14	2014-10-20 09:05:14
54.75.238.163	1903	2014-10-20 02:06:14	2014-10-20 09:06:14
54.75.238.163	1905	2014-10-20 02:07:14	2014-10-20 09:07:14
54.75.238.163	1890	2014-10-20 02:08:14	2014-10-20 09:08:14
54.75.238.163	1904	2014-10-20 02:09:14	2014-10-20 09:09:14
54.75.238.163	1861	2014-10-20 02:10:14	2014-10-20 09:10:14
54.75.238.163	1865	2014-10-20 02:11:14	2014-10-20 09:11:14
54.75.238.163	1904	2014-10-20 02:12:14	2014-10-20 09:12:14
54.75.238.163	1908	2014-10-20 02:13:14	2014-10-20 09:13:14
54.75.238.163	1913	2014-10-20 02:14:14	2014-10-20 09:14:14
54.75.238.163	1934	2014-10-20 02:15:44	2014-10-20 09:15:44
54.75.238.163	1953	2014-10-20 02:16:44	2014-10-20 09:16:44
54.75.238.163	1995	2014-10-20 02:17:44	2014-10-20 09:17:44
54.75.238.163	1984	2014-10-20 02:19:14	2014-10-20 09:19:14
54.75.238.163	2042	2014-10-20 02:20:14	2014-10-20 09:20:14
54.75.238.163	2047	2014-10-20 02:21:14	2014-10-20 09:21:14
54.75.238.163	2004	2014-10-20 02:22:44	2014-10-20 09:22:44
54.75.238.163	2000	2014-10-20 02:23:44	2014-10-20 09:23:44
54.75.238.163	2028	2014-10-20 02:25:14	2014-10-20 09:25:14
54.75.238.163	2035	2014-10-20 02:26:14	2014-10-20 09:26:14
54.75.238.163	2081	2014-10-20 02:27:44	2014-10-20 09:27:44
54.75.238.163	2131	2014-10-20 02:28:44	2014-10-20 09:28:44
54.75.238.163	2151	2014-10-20 02:29:44	2014-10-20 09:29:44
54.75.238.163	2178	2014-10-20 02:31:14	2014-10-20 09:31:14
54.75.238.163	2209	2014-10-20 02:32:44	2014-10-20 09:32:44
54.75.238.163	2206	2014-10-20 02:33:44	2014-10-20 09:33:44
54.75.238.163	2212	2014-10-20 02:34:44	2014-10-20 09:34:44
54.75.238.163	2189	2014-10-20 02:35:44	2014-10-20 09:35:44
54.75.238.163	2172	2014-10-20 02:36:44	2014-10-20 09:36:44
54.75.238.163	2164	2014-10-20 02:38:14	2014-10-20 09:38:14
54.75.238.163	2199	2014-10-20 02:39:14	2014-10-20 09:39:14
54.75.238.163	2208	2014-10-20 02:40:44	2014-10-20 09:40:44
54.75.238.163	2248	2014-10-20 02:41:44	2014-10-20 09:41:44
54.75.238.163	2352	2014-10-20 02:43:14	2014-10-20 09:43:14
54.75.238.163	2375	2014-10-20 02:44:14	2014-10-20 09:44:14
54.75.238.163	2383	2014-10-20 02:45:14	2014-10-20 09:45:14
54.75.238.163	2371	2014-10-20 02:46:44	2014-10-20 09:46:44
54.75.238.163	2408	2014-10-20 02:47:44	2014-10-20 09:47:44
54.75.238.163	2366	2014-10-20 02:49:14	2014-10-20 09:49:14
54.75.238.163	2328	2014-10-20 02:50:14	2014-10-20 09:50:14
54.75.238.163	2316	2014-10-20 02:51:14	2014-10-20 09:51:14
54.75.238.163	2299	2014-10-20 02:52:44	2014-10-20 09:52:44
54.75.238.163	2341	2014-10-20 02:53:44	2014-10-20 09:53:44
54.75.238.163	2347	2014-10-20 02:54:44	2014-10-20 09:54:44
54.75.238.163	2370	2014-10-20 02:56:14	2014-10-20 09:56:14
54.75.238.163	2374	2014-10-20 02:57:14	2014-10-20 09:57:14
54.75.238.163	2409	2014-10-20 02:58:44	2014-10-20 09:58:44
54.75.238.163	2444	2014-10-20 02:59:44	2014-10-20 09:59:44
54.75.238.163	2449	2014-10-20 03:00:44	2014-10-20 10:00:44
54.75.238.163	2463	2014-10-20 03:02:14	2014-10-20 10:02:14
54.75.238.163	2511	2014-10-20 03:03:15	2014-10-20 10:03:15
54.75.238.163	2479	2014-10-20 03:04:15	2014-10-20 10:04:15
54.75.238.163	2468	2014-10-20 03:05:44	2014-10-20 10:05:44
54.75.238.163	2463	2014-10-20 03:06:44	2014-10-20 10:06:44
54.75.238.163	2495	2014-10-20 03:07:44	2014-10-20 10:07:44
54.75.238.163	2528	2014-10-20 03:08:45	2014-10-20 10:08:45
54.75.238.163	2531	2014-10-20 03:09:44	2014-10-20 10:09:44
54.75.238.163	2521	2014-10-20 03:10:44	2014-10-20 10:10:44
54.75.238.163	2535	2014-10-20 03:11:44	2014-10-20 10:11:44
54.75.238.163	2545	2014-10-20 03:12:44	2014-10-20 10:12:44
54.75.238.163	2560	2014-10-20 03:14:14	2014-10-20 10:14:14
54.75.238.163	2567	2014-10-20 03:15:14	2014-10-20 10:15:14
54.75.238.163	2580	2014-10-20 03:16:14	2014-10-20 10:16:14
54.75.238.163	2608	2014-10-20 03:17:44	2014-10-20 10:17:44
54.75.238.163	2632	2014-10-20 03:18:45	2014-10-20 10:18:45
54.75.238.163	2620	2014-10-20 03:20:14	2014-10-20 10:20:14
54.75.238.163	2640	2014-10-20 03:21:14	2014-10-20 10:21:14
54.75.238.163	2661	2014-10-20 03:22:14	2014-10-20 10:22:14
54.75.238.163	2646	2014-10-20 03:23:14	2014-10-20 10:23:14
54.75.238.163	2677	2014-10-20 03:24:14	2014-10-20 10:24:14
54.75.238.163	2659	2014-10-20 03:25:14	2014-10-20 10:25:14
54.75.238.163	2655	2014-10-20 03:26:15	2014-10-20 10:26:15
54.75.238.163	2636	2014-10-20 03:27:45	2014-10-20 10:27:45
54.75.238.163	2658	2014-10-20 03:28:45	2014-10-20 10:28:45
54.75.238.163	2642	2014-10-20 03:29:45	2014-10-20 10:29:45
54.75.238.163	2687	2014-10-20 03:30:45	2014-10-20 10:30:45
54.75.238.163	2708	2014-10-20 03:31:45	2014-10-20 10:31:45
54.75.238.163	2722	2014-10-20 03:32:45	2014-10-20 10:32:45
54.75.238.163	2705	2014-10-20 03:33:45	2014-10-20 10:33:45
54.75.238.163	2721	2014-10-20 03:34:45	2014-10-20 10:34:45
54.75.238.163	2745	2014-10-20 03:35:45	2014-10-20 10:35:45
54.75.238.163	2747	2014-10-20 03:37:15	2014-10-20 10:37:15
54.75.238.163	2755	2014-10-20 03:38:45	2014-10-20 10:38:45
54.75.238.163	2768	2014-10-20 03:39:45	2014-10-20 10:39:45
54.75.238.163	2773	2014-10-20 03:40:45	2014-10-20 10:40:45
54.75.238.163	2774	2014-10-20 03:41:45	2014-10-20 10:41:45
54.75.238.163	2787	2014-10-20 03:43:15	2014-10-20 10:43:15
54.75.238.163	2785	2014-10-20 03:44:15	2014-10-20 10:44:15
54.75.238.163	2727	2014-10-20 03:45:45	2014-10-20 10:45:45
54.75.238.163	2730	2014-10-20 03:46:45	2014-10-20 10:46:45
54.75.238.163	2767	2014-10-20 03:47:45	2014-10-20 10:47:45
54.75.238.163	2770	2014-10-20 03:49:15	2014-10-20 10:49:15
54.75.238.163	2759	2014-10-20 03:50:15	2014-10-20 10:50:15
54.75.238.163	2761	2014-10-20 03:51:15	2014-10-20 10:51:15
54.75.238.163	2782	2014-10-20 03:52:15	2014-10-20 10:52:15
54.75.238.163	2785	2014-10-20 03:53:15	2014-10-20 10:53:15
54.75.238.163	2778	2014-10-20 03:54:15	2014-10-20 10:54:15
54.75.238.163	2772	2014-10-20 03:55:15	2014-10-20 10:55:15
54.75.238.163	2787	2014-10-20 03:56:15	2014-10-20 10:56:15
54.75.238.163	2813	2014-10-20 03:57:45	2014-10-20 10:57:45
54.75.238.163	2822	2014-10-20 03:58:45	2014-10-20 10:58:45
54.75.238.163	2825	2014-10-20 03:59:45	2014-10-20 10:59:45
54.75.238.163	2842	2014-10-20 04:01:15	2014-10-20 11:01:15
54.75.238.163	2846	2014-10-20 04:02:15	2014-10-20 11:02:15
54.75.238.163	2822	2014-10-20 04:03:15	2014-10-20 11:03:15
54.75.238.163	2805	2014-10-20 04:04:45	2014-10-20 11:04:45
54.75.238.163	2760	2014-10-20 04:05:45	2014-10-20 11:05:45
54.75.238.163	2756	2014-10-20 04:06:45	2014-10-20 11:06:45
54.75.238.163	2769	2014-10-20 04:08:15	2014-10-20 11:08:15
54.75.238.163	2752	2014-10-20 04:09:15	2014-10-20 11:09:15
54.75.238.163	2789	2014-10-20 04:10:15	2014-10-20 11:10:15
54.75.238.163	2783	2014-10-20 04:11:45	2014-10-20 11:11:45
54.75.238.163	2799	2014-10-20 04:12:45	2014-10-20 11:12:45
54.75.238.163	2799	2014-10-20 04:13:45	2014-10-20 11:13:45
54.75.238.163	2810	2014-10-20 04:15:15	2014-10-20 11:15:15
54.75.238.163	2797	2014-10-20 04:16:15	2014-10-20 11:16:15
54.75.238.163	2833	2014-10-20 04:17:15	2014-10-20 11:17:15
54.75.238.163	2870	2014-10-20 04:18:45	2014-10-20 11:18:45
54.75.238.163	2879	2014-10-20 04:19:45	2014-10-20 11:19:45
54.75.238.163	2870	2014-10-20 04:20:45	2014-10-20 11:20:45
54.75.238.163	2815	2014-10-20 04:22:15	2014-10-20 11:22:15
54.75.238.163	2773	2014-10-20 04:23:15	2014-10-20 11:23:15
54.75.238.163	2819	2014-10-20 04:24:45	2014-10-20 11:24:45
54.75.238.163	2843	2014-10-20 04:25:45	2014-10-20 11:25:45
54.75.238.163	2812	2014-10-20 04:26:45	2014-10-20 11:26:45
54.75.238.163	2812	2014-10-20 04:27:45	2014-10-20 11:27:45
54.75.238.163	2852	2014-10-20 04:29:15	2014-10-20 11:29:15
54.75.238.163	2830	2014-10-20 04:30:15	2014-10-20 11:30:15
54.75.238.163	2842	2014-10-20 04:31:45	2014-10-20 11:31:45
54.75.238.163	2855	2014-10-20 04:32:45	2014-10-20 11:32:45
54.75.238.163	2838	2014-10-20 04:33:45	2014-10-20 11:33:45
54.75.238.163	2817	2014-10-20 04:35:15	2014-10-20 11:35:15
54.75.238.163	2795	2014-10-20 04:36:15	2014-10-20 11:36:15
54.75.238.163	2817	2014-10-20 04:37:15	2014-10-20 11:37:15
54.75.238.163	2835	2014-10-20 04:38:45	2014-10-20 11:38:45
54.75.238.163	2842	2014-10-20 04:39:45	2014-10-20 11:39:45
54.75.238.163	2852	2014-10-20 04:41:15	2014-10-20 11:41:15
54.75.238.163	2847	2014-10-20 04:42:15	2014-10-20 11:42:15
54.75.238.163	2813	2014-10-20 04:43:15	2014-10-20 11:43:15
54.75.238.163	2773	2014-10-20 04:44:15	2014-10-20 11:44:15
54.75.238.163	2750	2014-10-20 04:45:45	2014-10-20 11:45:45
54.75.238.163	2729	2014-10-20 04:46:45	2014-10-20 11:46:45
54.75.238.163	2810	2014-10-20 04:47:45	2014-10-20 11:47:45
54.75.238.163	2778	2014-10-20 04:49:15	2014-10-20 11:49:15
54.75.238.163	2789	2014-10-20 04:50:15	2014-10-20 11:50:15
54.75.238.163	2776	2014-10-20 04:51:15	2014-10-20 11:51:15
54.75.238.163	2789	2014-10-20 04:52:45	2014-10-20 11:52:45
54.75.238.163	2776	2014-10-20 04:53:45	2014-10-20 11:53:45
54.75.238.163	2730	2014-10-20 04:55:15	2014-10-20 11:55:15
54.75.238.163	2734	2014-10-20 04:56:15	2014-10-20 11:56:15
54.75.238.163	2758	2014-10-20 04:57:15	2014-10-20 11:57:15
54.75.238.163	2685	2014-10-20 04:58:16	2014-10-20 11:58:16
54.75.238.163	2681	2014-10-20 04:59:46	2014-10-20 11:59:46
54.75.238.163	2673	2014-10-20 05:00:46	2014-10-20 12:00:46
54.75.238.163	2692	2014-10-20 05:01:46	2014-10-20 12:01:46
54.75.238.163	2714	2014-10-20 05:03:16	2014-10-20 12:03:16
54.75.238.163	2724	2014-10-20 05:04:16	2014-10-20 12:04:16
54.75.238.163	2737	2014-10-20 05:05:46	2014-10-20 12:05:46
54.75.238.163	2740	2014-10-20 05:06:46	2014-10-20 12:06:46
54.75.238.163	2723	2014-10-20 05:07:46	2014-10-20 12:07:46
54.75.238.163	2751	2014-10-20 05:08:46	2014-10-20 12:08:46
54.75.238.163	2714	2014-10-20 05:09:46	2014-10-20 12:09:46
54.75.238.163	2689	2014-10-20 05:10:46	2014-10-20 12:10:46
54.75.238.163	2709	2014-10-20 05:12:16	2014-10-20 12:12:16
54.75.238.163	2685	2014-10-20 05:13:16	2014-10-20 12:13:16
54.75.238.163	2637	2014-10-20 05:14:16	2014-10-20 12:14:16
54.75.238.163	2601	2014-10-20 05:15:46	2014-10-20 12:15:46
54.75.238.163	2564	2014-10-20 05:16:46	2014-10-20 12:16:46
54.75.238.163	2556	2014-10-20 05:17:46	2014-10-20 12:17:46
54.75.238.163	2570	2014-10-20 05:19:16	2014-10-20 12:19:16
54.75.238.163	2583	2014-10-20 05:20:16	2014-10-20 12:20:16
54.75.238.163	2575	2014-10-20 05:21:16	2014-10-20 12:21:16
54.75.238.163	2549	2014-10-20 05:22:16	2014-10-20 12:22:16
54.75.238.163	2552	2014-10-20 05:23:16	2014-10-20 12:23:16
54.75.238.163	2561	2014-10-20 05:24:46	2014-10-20 12:24:46
54.75.238.163	2544	2014-10-20 05:26:16	2014-10-20 12:26:16
54.75.238.163	2542	2014-10-20 05:27:16	2014-10-20 12:27:16
54.75.238.163	2538	2014-10-20 05:28:16	2014-10-20 12:28:16
54.75.238.163	2487	2014-10-20 05:29:46	2014-10-20 12:29:46
54.75.238.163	2478	2014-10-20 05:30:46	2014-10-20 12:30:46
54.75.238.163	2471	2014-10-20 05:32:16	2014-10-20 12:32:16
54.75.238.163	2487	2014-10-20 05:33:16	2014-10-20 12:33:16
54.75.238.163	2484	2014-10-20 05:34:46	2014-10-20 12:34:46
54.75.238.163	2532	2014-10-20 05:35:46	2014-10-20 12:35:46
54.75.238.163	2520	2014-10-20 05:36:46	2014-10-20 12:36:46
54.75.238.163	2513	2014-10-20 05:38:16	2014-10-20 12:38:16
54.75.238.163	2445	2014-10-20 05:39:16	2014-10-20 12:39:16
54.75.238.163	2424	2014-10-20 05:40:16	2014-10-20 12:40:16
54.75.238.163	2367	2014-10-20 05:41:46	2014-10-20 12:41:46
54.75.238.163	2373	2014-10-20 05:42:46	2014-10-20 12:42:46
54.75.238.163	2376	2014-10-20 05:44:16	2014-10-20 12:44:16
54.75.238.163	2378	2014-10-20 05:45:16	2014-10-20 12:45:16
54.75.238.163	2388	2014-10-20 05:46:16	2014-10-20 12:46:16
54.75.238.163	2370	2014-10-20 05:47:16	2014-10-20 12:47:16
54.75.238.163	2389	2014-10-20 05:48:16	2014-10-20 12:48:16
54.75.238.163	2381	2014-10-20 05:49:16	2014-10-20 12:49:16
54.75.238.163	2369	2014-10-20 05:50:46	2014-10-20 12:50:46
54.75.238.163	2365	2014-10-20 05:51:46	2014-10-20 12:51:46
54.75.238.163	2342	2014-10-20 05:52:46	2014-10-20 12:52:46
54.75.238.163	2406	2014-10-20 05:53:46	2014-10-20 12:53:46
54.75.238.163	2386	2014-10-20 05:54:46	2014-10-20 12:54:46
54.75.238.163	2361	2014-10-20 05:55:46	2014-10-20 12:55:46
54.75.238.163	2342	2014-10-20 05:56:46	2014-10-20 12:56:46
54.75.238.163	2319	2014-10-20 05:58:16	2014-10-20 12:58:16
54.75.238.163	2320	2014-10-20 05:59:16	2014-10-20 12:59:16
54.75.238.163	2355	2014-10-20 06:00:16	2014-10-20 13:00:16
54.75.238.163	2388	2014-10-20 06:01:46	2014-10-20 13:01:46
54.75.238.163	2378	2014-10-20 06:02:46	2014-10-20 13:02:46
54.75.238.163	2378	2014-10-20 06:03:46	2014-10-20 13:03:46
54.75.238.163	2377	2014-10-20 06:04:46	2014-10-20 13:04:46
54.75.238.163	2384	2014-10-20 06:05:46	2014-10-20 13:05:46
54.75.238.163	2427	2014-10-20 06:07:16	2014-10-20 13:07:16
54.75.238.163	2433	2014-10-20 06:08:16	2014-10-20 13:08:16
54.75.238.163	2401	2014-10-20 06:09:46	2014-10-20 13:09:46
54.75.238.163	2384	2014-10-20 06:10:46	2014-10-20 13:10:46
54.75.238.163	2390	2014-10-20 06:12:16	2014-10-20 13:12:16
54.75.238.163	2358	2014-10-20 06:13:16	2014-10-20 13:13:16
54.75.238.163	2351	2014-10-20 06:14:16	2014-10-20 13:14:16
54.75.238.163	2349	2014-10-20 06:15:16	2014-10-20 13:15:16
54.75.238.163	2309	2014-10-20 06:16:16	2014-10-20 13:16:16
54.75.238.163	2292	2014-10-20 06:17:16	2014-10-20 13:17:16
54.75.238.163	2300	2014-10-20 06:18:16	2014-10-20 13:18:16
54.75.238.163	2266	2014-10-20 06:19:16	2014-10-20 13:19:16
54.75.238.163	2266	2014-10-20 06:20:46	2014-10-20 13:20:46
54.75.238.163	2233	2014-10-20 06:21:46	2014-10-20 13:21:46
54.75.238.163	2197	2014-10-20 06:23:16	2014-10-20 13:23:16
54.75.238.163	2211	2014-10-20 06:24:16	2014-10-20 13:24:16
54.75.238.163	2238	2014-10-20 06:25:16	2014-10-20 13:25:16
54.75.238.163	2269	2014-10-20 06:26:16	2014-10-20 13:26:16
54.75.238.163	2224	2014-10-20 06:27:16	2014-10-20 13:27:16
54.75.238.163	2227	2014-10-20 06:28:16	2014-10-20 13:28:16
54.75.238.163	2230	2014-10-20 06:29:47	2014-10-20 13:29:47
54.75.238.163	2241	2014-10-20 06:30:47	2014-10-20 13:30:47
54.75.238.163	2239	2014-10-20 06:31:47	2014-10-20 13:31:47
54.75.238.163	2248	2014-10-20 06:33:17	2014-10-20 13:33:17
54.75.238.163	2233	2014-10-20 06:34:17	2014-10-20 13:34:17
54.75.238.163	2269	2014-10-20 06:35:17	2014-10-20 13:35:17
54.75.238.163	2261	2014-10-20 06:36:47	2014-10-20 13:36:47
54.75.238.163	2307	2014-10-20 06:37:47	2014-10-20 13:37:47
54.75.238.163	2318	2014-10-20 06:38:47	2014-10-20 13:38:47
54.75.238.163	2295	2014-10-20 06:39:47	2014-10-20 13:39:47
54.75.238.163	2258	2014-10-20 06:40:47	2014-10-20 13:40:47
54.75.238.163	2241	2014-10-20 06:41:47	2014-10-20 13:41:47
54.75.238.163	2258	2014-10-20 06:42:47	2014-10-20 13:42:47
54.75.238.163	2233	2014-10-20 06:43:47	2014-10-20 13:43:47
54.75.238.163	2229	2014-10-20 06:44:47	2014-10-20 13:44:47
54.75.238.163	2231	2014-10-20 06:45:47	2014-10-20 13:45:47
54.75.238.163	2217	2014-10-20 06:46:47	2014-10-20 13:46:47
54.75.238.163	2190	2014-10-20 06:48:17	2014-10-20 13:48:17
54.75.238.163	2207	2014-10-20 06:49:17	2014-10-20 13:49:17
54.75.238.163	2220	2014-10-20 06:50:17	2014-10-20 13:50:17
54.75.238.163	2205	2014-10-20 06:51:17	2014-10-20 13:51:17
54.75.238.163	2213	2014-10-20 06:52:17	2014-10-20 13:52:17
54.75.238.163	2198	2014-10-20 06:53:17	2014-10-20 13:53:17
54.75.238.163	2218	2014-10-20 06:54:17	2014-10-20 13:54:17
54.75.238.163	2196	2014-10-20 06:55:47	2014-10-20 13:55:47
54.75.238.163	2184	2014-10-20 06:56:47	2014-10-20 13:56:47
54.75.238.163	2186	2014-10-20 06:57:47	2014-10-20 13:57:47
54.75.238.163	2167	2014-10-20 06:59:17	2014-10-20 13:59:17
54.75.238.163	2167	2014-10-20 07:00:17	2014-10-20 14:00:17
54.75.238.163	2129	2014-10-20 07:01:17	2014-10-20 14:01:17
54.75.238.163	2172	2014-10-20 07:02:17	2014-10-20 14:02:17
54.75.238.163	2140	2014-10-20 07:03:17	2014-10-20 14:03:17
54.75.238.163	2152	2014-10-20 07:04:17	2014-10-20 14:04:17
54.75.238.163	2116	2014-10-20 07:05:17	2014-10-20 14:05:17
54.75.238.163	2093	2014-10-20 07:06:17	2014-10-20 14:06:17
54.75.238.163	2126	2014-10-20 07:07:17	2014-10-20 14:07:17
54.75.238.163	2123	2014-10-20 07:08:47	2014-10-20 14:08:47
54.75.238.163	2131	2014-10-20 07:09:47	2014-10-20 14:09:47
54.75.238.163	2145	2014-10-20 07:10:47	2014-10-20 14:10:47
54.75.238.163	2169	2014-10-20 07:11:47	2014-10-20 14:11:47
54.75.238.163	2201	2014-10-20 07:12:47	2014-10-20 14:12:47
54.75.238.163	2262	2014-10-20 07:13:47	2014-10-20 14:13:47
54.75.238.163	2244	2014-10-20 07:14:47	2014-10-20 14:14:47
54.75.238.163	2238	2014-10-20 07:15:47	2014-10-20 14:15:47
54.75.238.163	2255	2014-10-20 07:17:17	2014-10-20 14:17:17
54.75.238.163	2246	2014-10-20 07:18:17	2014-10-20 14:18:17
54.75.238.163	2236	2014-10-20 07:19:17	2014-10-20 14:19:17
54.75.238.163	2242	2014-10-20 07:20:47	2014-10-20 14:20:47
54.75.238.163	2245	2014-10-20 07:21:47	2014-10-20 14:21:47
54.75.238.163	2245	2014-10-20 07:22:47	2014-10-20 14:22:47
54.75.238.163	2267	2014-10-20 07:23:47	2014-10-20 14:23:47
54.75.238.163	2236	2014-10-20 07:24:47	2014-10-20 14:24:47
54.75.238.163	2222	2014-10-20 07:26:17	2014-10-20 14:26:17
54.75.238.163	2188	2014-10-20 07:27:17	2014-10-20 14:27:17
54.75.238.163	2197	2014-10-20 07:28:17	2014-10-20 14:28:17
54.75.238.163	2234	2014-10-20 07:29:47	2014-10-20 14:29:47
54.75.238.163	2282	2014-10-20 07:30:47	2014-10-20 14:30:47
54.75.238.163	2304	2014-10-20 07:32:17	2014-10-20 14:32:17
54.75.238.163	2260	2014-10-20 07:33:17	2014-10-20 14:33:17
54.75.238.163	2273	2014-10-20 07:34:17	2014-10-20 14:34:17
54.75.238.163	2273	2014-10-20 07:35:17	2014-10-20 14:35:17
54.75.238.163	2318	2014-10-20 07:36:47	2014-10-20 14:36:47
54.75.238.163	2318	2014-10-20 07:37:47	2014-10-20 14:37:47
54.75.238.163	2335	2014-10-20 07:38:47	2014-10-20 14:38:47
54.75.238.163	2330	2014-10-20 07:39:47	2014-10-20 14:39:47
54.75.238.163	2352	2014-10-20 07:40:47	2014-10-20 14:40:47
